key,worldpop_population_map,worldpop_population_map_male_age_00_05,worldpop_population_map_male_age_05_09,worldpop_population_map_male_age_10_15,worldpop_population_map_male_age_15_19,worldpop_population_map_male_age_20_25,worldpop_population_map_male_age_25_29,worldpop_population_map_male_age_30_35,worldpop_population_map_male_age_35_39,worldpop_population_map_male_age_40_45,worldpop_population_map_male_age_45_49,worldpop_population_map_male_age_50_55,worldpop_population_map_male_age_55_59,worldpop_population_map_male_age_60_65,worldpop_population_map_male_age_65_69,worldpop_population_map_male_age_70_75,worldpop_population_map_male_age_75_79,worldpop_population_map_male_age_80_99,worldpop_population_map_female_age_00_05,worldpop_population_map_female_age_05_09,worldpop_population_map_female_age_10_15,worldpop_population_map_female_age_15_19,worldpop_population_map_female_age_20_25,worldpop_population_map_female_age_25_29,worldpop_population_map_female_age_30_35,worldpop_population_map_female_age_35_39,worldpop_population_map_female_age_40_45,worldpop_population_map_female_age_45_49,worldpop_population_map_female_age_50_55,worldpop_population_map_female_age_55_59,worldpop_population_map_female_age_60_65,worldpop_population_map_female_age_65_69,worldpop_population_map_female_age_70_75,worldpop_population_map_female_age_75_79,worldpop_population_map_female_age_80_99
GA,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GAB/gab_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GAB/gab_f_80_2020.tif
GB,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GBR/gbr_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GBR/gbr_f_80_2020.tif
GD,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GRD/grd_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRD/grd_f_80_2020.tif
GE,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GEO/geo_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GEO/geo_f_80_2020.tif
GF,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GUF/guf_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GUF/guf_f_80_2020.tif
GG,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GGY/ggy_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GGY/ggy_f_80_2020.tif
GH,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GHA/gha_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GHA/gha_f_80_2020.tif
GI,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GIB/gib_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIB/gib_f_80_2020.tif
GL,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GRL/grl_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GRL/grl_f_80_2020.tif
GM,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GMB/gmb_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GMB/gmb_f_80_2020.tif
GN,ftp://ftp.worldpop.org.uk/GIS/Population/Global_2000_2020/2020/GIN/gin_ppp_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_m_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_m_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_m_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_m_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_m_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_m_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_m_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_m_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_m_80_2020.tif,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_f_00_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_f_10_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_f_20_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_f_30_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_f_40_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_f_50_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_f_60_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_f_70_2020.tif,,ftp://ftp.worldpop.org.uk/GIS/AgeSex_structures/Global_2000_2020/2020/GIN/gin_f_80_2020.tif
